,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,total_guests,has_children,has_babies,is_family,total_stay_nights,has_agent,has_company,total_previous_bookings,previous_cancellation_rate,has_previous_cancellation,has_booking_changes,room_type_changed
17389,Resort Hotel,0,47,2015,October,41,5,1,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,agent_15,no company,0,Transient,46.5,0,0,2,0,0,0,4,1,0,0,0.0,0,0,1
17390,Resort Hotel,0,89,2015,October,41,5,1,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,agent_240,no company,0,Transient,62.0,1,1,3,0,1,1,4,1,0,0,0.0,0,1,1
17391,Resort Hotel,0,0,2015,October,41,5,1,3,2,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,no agent,company_174,0,Transient-Party,109.0,0,0,2,0,0,0,4,0,1,0,0.0,0,1,1
17392,Resort Hotel,0,239,2015,September,40,29,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_26,no company,0,Contract,40.7,0,0,2,0,0,0,10,1,0,0,0.0,0,0,0
17393,Resort Hotel,0,69,2015,October,41,4,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,agent_240,no company,0,Transient,50.4,0,1,2,0,0,0,5,1,0,0,0.0,0,0,1
17394,Resort Hotel,0,224,2015,October,40,2,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_40,no company,0,Contract,45.9,0,0,2,0,0,0,7,1,0,0,0.0,0,0,0
17395,Resort Hotel,0,90,2015,October,41,5,1,4,1,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,47.0,0,0,1,0,0,0,5,1,0,0,0.0,0,0,0
17396,Resort Hotel,0,207,2015,September,40,29,2,9,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,agent_40,no company,0,Contract,59.89,0,1,2,0,0,0,11,1,0,0,0.0,0,1,1
17397,Resort Hotel,0,88,2015,October,41,5,1,4,2,0,0,BB,CN,Complementary,TA/TO,0,0,0,A,C,1,No Deposit,agent_96,no company,0,Transient,6.0,1,0,2,0,0,0,5,1,0,0,0.0,0,1,1
17398,Resort Hotel,0,253,2015,October,40,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,agent_40,no company,0,Contract,54.4,0,0,2,0,0,0,7,1,0,0,0.0,0,0,0
17399,Resort Hotel,0,53,2015,October,40,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,agent_40,no company,0,Contract,47.33,0,0,2,0,0,0,7,1,0,0,0.0,0,0,1
17400,Resort Hotel,0,4,2015,October,41,7,0,3,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,agent_250,no company,0,Transient,67.0,0,0,2,0,0,0,3,1,0,0,0.0,0,1,0
17401,Resort Hotel,0,7,2015,October,41,7,0,3,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_196,no company,0,Transient,70.5,0,1,2,0,0,0,3,1,0,0,0.0,0,0,0
17402,Resort Hotel,0,0,2015,October,41,9,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,agent_240,no company,0,Transient,67.0,0,0,2,0,0,0,1,1,0,0,0.0,0,0,1
17403,Resort Hotel,0,12,2015,October,40,3,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,agent_240,no company,0,Transient,116.71,0,1,2,0,0,0,7,1,0,0,0.0,0,1,0
17404,Resort Hotel,0,59,2015,October,40,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,agent_8,no company,0,Contract,67.14,1,0,2,0,0,0,7,1,0,0,0.0,0,0,0
17405,Resort Hotel,0,55,2015,October,41,5,1,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,agent_314,no company,0,Contract,52.8,0,0,2,0,0,0,5,1,0,0,0.0,0,1,1
17406,Resort Hotel,0,53,2015,October,41,5,1,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,agent_241,no company,0,Transient,59.6,0,2,2,0,0,0,5,1,0,0,0.0,0,0,0
17407,Resort Hotel,0,16,2015,October,41,9,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,no agent,company_274,0,Transient-Party,48.0,0,0,1,0,0,0,1,0,1,0,0.0,0,0,0
17408,Resort Hotel,0,7,2015,October,44,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,no agent,company_274,0,Transient,48.0,0,0,1,0,0,0,1,0,1,1,0.0,0,0,0
17409,Resort Hotel,0,0,2015,November,47,18,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,no agent,company_274,0,Transient,38.0,0,0,1,0,0,0,1,0,1,2,0.0,0,0,1
17413,Resort Hotel,0,43,2015,October,41,7,0,4,3,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,no agent,no company,0,Contract,80.0,0,1,3,0,0,0,4,0,0,0,0.0,0,1,0
17414,Resort Hotel,0,9,2015,October,41,8,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,agent_281,no company,0,Contract,37.8,0,0,1,0,0,0,3,1,0,0,0.0,0,0,0
17415,Resort Hotel,0,31,2015,October,41,6,0,5,3,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,no agent,no company,0,Transient,80.0,0,0,3,0,0,0,5,0,0,0,0.0,0,1,0
17416,Resort Hotel,0,11,2015,October,41,10,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,4,No Deposit,agent_281,no company,0,Contract,45.0,0,0,2,0,0,0,1,1,0,0,0.0,0,1,1
17417,Resort Hotel,0,59,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,agent_281,no company,50,Contract,45.0,0,0,2,0,0,0,3,1,0,0,0.0,0,0,0
17418,Resort Hotel,0,532,2015,October,40,2,2,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_40,no company,0,Contract,47.46,0,0,2,0,0,0,9,1,0,0,0.0,0,0,0
17419,Resort Hotel,0,7,2015,October,41,9,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,no agent,no company,0,Contract,50.0,0,1,2,0,0,0,2,0,0,0,0.0,0,0,1
17420,Resort Hotel,0,24,2015,October,41,10,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,agent_240,no company,0,Transient,73.0,1,2,2,0,0,0,1,1,0,0,0.0,0,0,1
17421,Resort Hotel,0,17,2015,October,41,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,no agent,company_274,0,Transient,48.0,0,0,1,0,0,0,1,0,1,0,0.0,0,0,0
17422,Resort Hotel,0,99,2015,October,41,10,0,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,agent_240,no company,0,Transient,86.0,0,1,2,0,0,0,1,1,0,0,0.0,0,0,1
17423,Resort Hotel,0,16,2015,October,41,9,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,no agent,company_274,0,Transient-Party,48.0,0,0,1,0,0,0,2,0,1,0,0.0,0,1,0
17424,Resort Hotel,0,7,2015,October,44,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,no agent,company_274,0,Transient,48.0,0,0,1,0,0,0,1,0,1,1,0.0,0,0,0
17425,Resort Hotel,0,1,2015,October,41,5,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_241,no company,0,Group,74.82,0,1,2,0,0,0,6,1,0,0,0.0,0,0,0
17426,Resort Hotel,0,236,2015,October,41,4,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_5,no company,0,Transient,50.03,0,1,2,0,0,0,7,1,0,0,0.0,0,0,0
17427,Resort Hotel,0,5,2015,October,41,10,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,agent_240,no company,0,Transient,67.0,0,2,2,0,0,0,1,1,0,0,0.0,0,0,1
17428,Resort Hotel,0,31,2015,October,41,8,0,3,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,agent_250,no company,0,Transient,80.0,0,1,3,0,0,0,3,1,0,0,0.0,0,0,1
17429,Resort Hotel,0,11,2015,October,41,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,agent_281,no company,0,Contract,37.8,0,0,1,0,0,0,1,1,0,0,0.0,0,0,1
17430,Resort Hotel,0,59,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,agent_281,no company,50,Contract,45.0,0,0,2,0,0,0,3,1,0,0,0.0,0,0,0
17431,Resort Hotel,0,44,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,no agent,no company,0,Contract,50.0,0,0,2,0,0,0,3,0,0,0,0.0,0,1,0
17432,Resort Hotel,0,33,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,no agent,no company,0,Transient,56.0,1,0,2,0,0,0,3,0,0,0,0.0,0,1,0
17433,Resort Hotel,0,33,2015,October,41,8,0,3,2,1,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,no agent,no company,0,Transient,67.5,0,0,3,1,0,1,3,0,0,0,0.0,0,1,0
17434,Resort Hotel,0,221,2015,October,41,10,1,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_208,no company,0,Transient-Party,64.0,0,0,1,0,0,0,2,1,0,0,0.0,0,0,0
17435,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
17436,Resort Hotel,0,39,2015,October,40,2,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_40,no company,0,Contract,71.3,0,0,2,0,0,0,10,1,0,0,0.0,0,0,0
17437,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,1
17438,Resort Hotel,0,221,2015,October,41,10,1,1,1,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_208,no company,0,Transient-Party,64.0,0,0,1,0,0,0,2,1,0,0,0.0,0,0,0
17439,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
17440,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
17441,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,1
17442,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,1
17443,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,1
17444,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,1
17445,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,1
17446,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,1
17447,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
17448,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
17449,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
17450,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
17451,Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_208,no company,0,Transient-Party,74.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
17452,Resort Hotel,0,221,2015,October,41,10,1,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,agent_208,no company,0,Transient-Party,0.0,0,0,1,0,0,0,2,1,0,0,0.0,0,1,0
17453,Resort Hotel,0,1,2015,October,42,11,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,agent_240,no company,0,Transient,76.0,0,1,2,0,0,0,1,1,0,0,0.0,0,0,0
17454,Resort Hotel,0,2,2015,October,42,11,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,50.4,0,1,2,0,0,0,1,1,0,0,0.0,0,0,0
17455,Resort Hotel,0,8,2015,October,41,7,1,4,3,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,1,No Deposit,agent_281,no company,0,Contract,72.0,0,0,3,0,0,0,5,1,0,0,0.0,0,1,1
17456,Resort Hotel,0,3,2015,October,42,11,1,0,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,agent_241,no company,0,Transient,83.16,0,1,2,0,0,0,1,1,0,0,0.0,0,0,0
17457,Resort Hotel,0,35,2015,October,41,6,1,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,agent_171,no company,0,Transient,52.5,1,0,2,0,0,0,6,1,0,0,0.0,0,0,1
17458,Resort Hotel,0,0,2015,October,42,11,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_240,no company,0,Transient,66.0,0,0,2,0,0,0,1,1,0,0,0.0,0,0,0
17459,Resort Hotel,0,19,2015,October,41,10,1,1,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,agent_240,no company,0,Transient,66.3,0,0,2,0,0,0,2,1,0,0,0.0,0,0,1
17460,Resort Hotel,0,49,2015,October,41,7,1,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,64.8,0,2,2,0,0,0,5,1,0,0,0.0,0,0,0
17461,Resort Hotel,0,12,2015,October,41,10,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_242,no company,0,Transient,61.5,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
17462,Resort Hotel,0,9,2015,October,41,8,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_240,no company,0,Transient,80.25,1,0,2,0,0,0,4,1,0,0,0.0,0,0,0
17463,Resort Hotel,0,5,2015,October,41,10,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,agent_240,no company,0,Transient,61.5,0,2,2,0,0,0,2,1,0,0,0.0,0,0,1
17464,Resort Hotel,1,283,2015,October,42,12,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,agent_273,no company,0,Transient-Party,75.86,0,0,2,0,0,0,7,1,0,0,0.0,0,0,0
17465,Resort Hotel,0,36,2015,October,41,6,1,5,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,agent_240,no company,0,Transient,121.17,1,0,4,1,0,1,6,1,0,0,0.0,0,0,0
17466,Resort Hotel,0,0,2015,October,42,11,1,0,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,no agent,no company,0,Transient,62.0,1,0,2,0,0,0,1,0,0,0,0.0,0,0,0
17467,Resort Hotel,0,17,2015,October,41,8,1,3,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,agent_193,no company,0,Transient,53.0,1,0,1,0,0,0,4,1,0,0,0.0,0,0,0
17468,Resort Hotel,0,16,2015,October,41,10,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,agent_240,no company,0,Transient,61.5,0,1,2,0,0,0,2,1,0,0,0.0,0,0,1
17469,Resort Hotel,0,2,2015,October,42,11,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,50.4,0,1,2,0,0,0,1,1,0,0,0.0,0,0,0
17470,Resort Hotel,0,1,2015,October,42,11,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,no agent,no company,0,Transient,50.4,0,0,2,0,0,0,1,0,0,0,0.0,0,0,0
17471,Resort Hotel,0,1,2015,October,42,11,1,0,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,agent_240,no company,0,Transient,106.0,0,1,2,0,0,0,1,1,0,0,0.0,0,1,0
17472,Resort Hotel,0,0,2015,October,42,12,1,0,2,0,0,HB,ESP,Online TA,TA/TO,1,0,0,F,F,0,No Deposit,no agent,no company,0,Transient,106.0,0,1,2,0,0,0,1,0,0,0,0.0,0,0,0
17473,Resort Hotel,0,0,2015,October,42,11,1,0,2,2,0,BB,LTU,Online TA,TA/TO,0,0,0,G,H,0,No Deposit,agent_240,no company,0,Transient,106.0,1,0,4,1,0,1,1,1,0,0,0.0,0,0,1
17474,Resort Hotel,1,287,2015,October,42,15,1,3,2,0,0,BB,GBR,Groups,Corporate,0,1,0,A,I,1,No Deposit,no agent,company_223,0,Transient-Party,44.5,0,0,2,0,0,0,4,0,1,1,1.0,1,1,1
17475,Resort Hotel,0,0,2015,October,42,12,0,0,2,1,0,BB,PRT,Corporate,Corporate,1,0,0,A,I,0,No Deposit,no agent,no company,0,Transient,0.0,0,0,3,1,0,1,0,0,0,0,0.0,0,0,1
17476,Resort Hotel,0,277,2015,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,agent_273,no company,0,Transient-Party,77.29,0,0,2,0,0,0,7,1,0,0,0.0,0,0,0
17477,Resort Hotel,0,277,2015,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,E,0,No Deposit,agent_273,no company,0,Transient-Party,68.74,0,0,2,0,0,0,7,1,0,0,0.0,0,0,1
17478,Resort Hotel,0,277,2015,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,E,0,No Deposit,agent_273,no company,0,Transient-Party,68.74,0,0,2,0,0,0,7,1,0,0,0.0,0,0,1
17479,Resort Hotel,0,277,2015,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,E,0,No Deposit,agent_273,no company,0,Transient-Party,68.74,0,0,2,0,0,0,7,1,0,0,0.0,0,0,1
17480,Resort Hotel,0,277,2015,October,41,6,2,5,1,0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,agent_273,no company,0,Transient-Party,50.16,0,0,1,0,0,0,7,1,0,0,0.0,0,0,0
17481,Resort Hotel,0,123,2015,October,41,6,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_147,no company,0,Transient,43.3,0,1,2,0,0,0,7,1,0,0,0.0,0,0,0
17482,Resort Hotel,0,277,2015,October,41,6,2,5,1,0,0,HB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,agent_273,no company,0,Transient-Party,43.41,0,0,1,0,0,0,7,1,0,0,0.0,0,0,0
17483,Resort Hotel,0,277,2015,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,E,0,No Deposit,agent_273,no company,0,Transient-Party,68.74,0,0,2,0,0,0,7,1,0,0,0.0,0,0,1
17484,Resort Hotel,0,0,2015,October,42,12,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,no agent,no company,0,Transient,47.0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0
17485,Resort Hotel,0,277,2015,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,E,0,No Deposit,agent_273,no company,0,Transient-Party,68.74,0,0,2,0,0,0,7,1,0,0,0.0,0,0,1
17486,Resort Hotel,0,277,2015,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,agent_273,no company,0,Transient-Party,68.74,0,0,2,0,0,0,7,1,0,0,0.0,0,0,0
17487,Resort Hotel,0,277,2015,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,E,0,No Deposit,agent_273,no company,0,Transient-Party,68.74,0,0,2,0,0,0,7,1,0,0,0.0,0,0,1
17488,Resort Hotel,0,277,2015,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,agent_273,no company,0,Transient-Party,68.74,0,0,2,0,0,0,7,1,0,0,0.0,0,0,0
17489,Resort Hotel,0,277,2015,October,41,6,2,5,1,0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,agent_273,no company,0,Transient-Party,50.16,0,0,1,0,0,0,7,1,0,0,0.0,0,0,0
17490,Resort Hotel,0,18,2015,October,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_146,no company,0,Transient-Party,37.0,0,0,1,0,0,0,1,1,0,0,0.0,0,0,0
17492,Resort Hotel,0,110,2015,October,41,6,2,5,2,0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_314,no company,0,Transient,52.8,0,1,3,0,1,1,7,1,0,0,0.0,0,0,0
17493,Resort Hotel,0,153,2015,September,40,29,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,agent_40,no company,0,Contract,80.54,0,0,2,0,0,0,14,1,0,0,0.0,0,1,0
17494,Resort Hotel,0,18,2015,October,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_146,no company,0,Transient-Party,37.0,0,0,1,0,0,0,1,1,0,0,0.0,0,0,0
17496,Resort Hotel,0,18,2015,October,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_146,no company,0,Transient-Party,40.0,1,0,1,0,0,0,1,1,0,0,0.0,0,0,0
17497,Resort Hotel,0,18,2015,October,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_146,no company,0,Transient-Party,37.0,0,0,1,0,0,0,1,1,0,0,0.0,0,0,0
17498,Resort Hotel,0,18,2015,October,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_146,no company,0,Transient,40.0,1,0,1,0,0,0,1,1,0,0,0.0,0,0,0
17502,Resort Hotel,0,18,2015,October,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_146,no company,0,Transient-Party,40.0,1,0,1,0,0,0,1,1,0,0,0.0,0,0,0
17503,Resort Hotel,0,18,2015,October,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_146,no company,0,Transient-Party,37.0,0,0,1,0,0,0,1,1,0,0,0.0,0,0,0
17504,Resort Hotel,0,18,2015,October,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_146,no company,0,Transient-Party,40.0,1,0,1,0,0,0,1,1,0,0,0.0,0,0,0
17505,Resort Hotel,0,8,2015,October,41,7,2,4,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,agent_281,no company,0,Contract,45.0,0,0,2,0,0,0,6,1,0,0,0.0,0,1,0
17506,Resort Hotel,0,5,2015,October,42,12,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,no agent,company_9,0,Transient,48.0,0,0,1,0,0,0,1,0,1,0,0.0,0,0,0
17507,Resort Hotel,0,3,2015,December,50,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,no agent,company_9,0,Transient,35.0,0,0,1,0,0,0,1,0,1,1,0.0,0,0,0
17513,Resort Hotel,0,18,2015,October,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,agent_146,no company,0,Transient-Party,37.0,0,0,1,0,0,0,1,1,0,0,0.0,0,0,1
17515,Resort Hotel,0,18,2015,October,42,12,1,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,agent_146,no company,0,Transient,40.0,1,0,1,0,0,0,2,1,0,0,0.0,0,1,0
17516,Resort Hotel,0,11,2015,October,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_146,no company,0,Transient,37.0,0,0,1,0,0,0,1,1,0,0,0.0,0,0,0
